nppes_provider_city,counts,nppes_provider_zip5,total_claim_count,brand_claim_count,generic_claim_count,brand_drug_cost,generic_drug_cost,total_drug_cost,total_30_day_fill_count,total_day_supply,bene_count,brand_percent_spending,Index
PARAMOUNT,79,7167117.0,108189,17864.0,86169.0,9488400.080000002,2108002.7999999993,12288763.689999998,183709.5,5209921,10099.0,0.8182192511062535,9603
WURTSBORO,2,25580.0,3901,730.0,3139.0,240455.31,53413.25,294782.13,6468.5,187461,213.0,0.818241019046066,9604
OLMITO,1,78575.0,297,29.0,235.0,12036.68,2673.63,16153.78,511.6,13997,102.0,0.8182478819277091,9605
SILVERDALE,203,19495155.0,137597,26301.0,104789.0,11569082.490000004,2569497.0700000008,14864437.200000005,239398.60000000003,6623555,22963.0,0.8182634217888859,9606
GREAT FALLS,374,21559194.0,456060,78206.0,356618.0,37287694.809999995,8257478.490000001,54785676.419999994,680874.4000000006,18765526,46423.0,0.8186969575105337,9607
TOWN CREEK,1,35672.0,1491,262.0,1218.0,80832.87,17890.83,99335.75,1855.6,53391,111.0,0.8187787734860018,9608
OPELIKA,170,6256170.0,365869,59987.0,293240.0,32886769.24000001,7278487.499999998,46434738.02000002,571982.7999999998,16016606,40307.0,0.8187864813832634,9609
BIG SKY,4,238864.0,1846,220.0,1626.0,153342.0,33901.93,187243.93,3032.7,82061,308.0,0.8189424351432915,9610
GROVER BEACH,6,560598.0,293,54.0,228.0,9050.99,2000.83,12677.91,359.8,7290,92.0,0.8189592302444303,9611
ELLSINORE,1,63937.0,87,42.0,45.0,6389.07,1412.09,7801.16,95.0,1559,36.0,0.8189897399873864,9612
BURR RIDGE,299,18097577.0,344089,57339.0,266432.0,40654001.279999994,8979475.259999994,64440270.76000002,492255.4999999999,12940764,33133.0,0.8190842978173537,9613
RUSSELL SPRINGS,18,767556.0,64285,9883.0,53508.0,4334583.29,957155.4099999999,5331186.029999999,84017.0,2346410,3246.0,0.8191226996903683,9614
SHELBY TWP,34,1642736.0,31176,5446.0,23943.0,2616156.3200000003,577499.6299999999,3362072.4,59149.6,1683858,4260.0,0.819172873020339,9615
PEARL CITY,32,3097024.0,6222,1022.0,4734.0,961303.8300000001,212107.72999999998,1195823.7399999995,7826.899999999999,202896,1264.0,0.8192384179341134,9616
SUMMIT,363,6831597.0,290099,54843.0,216239.0,29716700.609999977,6556412.519999998,44516839.729999974,453183.7000000001,12603652,40202.0,0.8192486954041598,9617
SEWELL,203,1640172.0,214029,36657.0,163890.0,23726617.719999995,5232980.159999998,36058722.17000001,405199.99999999994,11524285,34344.0,0.8193006621955208,9618
RANDALLSTOWN,110,2324630.0,83620,13787.0,64594.0,7944977.069999998,1751300.3200000005,10258168.089999998,123457.00000000003,3324226,9695.0,0.819384259591608,9619
MATAMORAS,3,55008.0,7025,1648.0,5313.0,569062.54,125394.98999999999,696286.4,13572.6,387272,356.0,0.8194346168296281,9620
WEST LONG BRANCH,64,496896.0,96905,19621.0,74008.0,12982553.499999998,2858209.580000001,20997282.160000008,154523.59999999995,4294140,10176.0,0.8195661682732521,9621
SAN PABLO,84,7963704.0,107905,19489.0,85451.0,9482153.759999998,2086409.98,12160884.9,187521.0000000001,5304040,12987.0,0.8196483135770836,9622
MUNSTER,421,19515451.0,582433,96393.0,451493.0,58051539.660000004,12757872.499999998,83105606.05000004,960297.2999999995,26846505,73380.0,0.8198280128187977,9623
MC KEE,7,283129.0,30356,5334.0,24510.0,1224733.8099999998,269128.17000000004,1523107.09,35459.299999999996,1011625,1614.0,0.8198440193249981,9624
ARCARDIA,2,182012.0,1294,276.0,1018.0,168805.17,37070.34,205875.51,2285.3999999999996,59897,315.0,0.819938078113322,9625
NYACK,84,920640.0,69486,10713.0,54448.0,9393790.290000001,2062366.6800000002,14490839.69,95175.2,2545054,9249.0,0.8199774422259859,9626
POMPANO BEACH,248,8204686.0,357397,55108.0,283433.0,26889032.090000004,5899993.210000002,38023114.81,570405.3999999998,15954710,43038.0,0.8200619519482941,9627
NETCONG,4,31428.0,3055,736.0,2233.0,379963.57,83340.44,470116.6,6380.0,179044,260.0,0.8201171623789745,9628
NEW HAVEN,2700,18711433.0,1241600,224331.0,901261.0,156329923.51000005,34286965.23000003,246041036.76999986,1922425.3000000026,53278534,190845.0,0.8201262991089568,9629
LITTLE ROCK,2250,162464047.0,2597653,361337.0,2075722.0,230940960.12000006,50638730.31000005,349902226.7899994,3436447.5000000047,95490625,294550.0,0.8201619931015988,9630
RICH SQUARE,2,55738.0,7350,1290.0,5770.0,336335.4,73655.79,413566.72000000003,9315.7,259218,549.0,0.8203478713774314,9631
KYLE,131,10113848.0,114653,19143.0,88733.0,9667565.320000002,2117138.85,13344191.040000003,197033.40000000008,5556983,16399.0,0.8203485790174061,9632
"ODESSA,",1,79761.0,159,23.0,136.0,12451.1,2725.1,15176.2,297.0,8316,59.0,0.8204359457571724,9633
COOPERSTOWN,351,4948020.0,216810,36931.0,165455.0,24394327.559999984,5334161.789999999,38179638.09,350054.1000000002,9826557,39063.0,0.8205707082119192,9634
ELFRIDA,9,770490.0,12243,2131.0,9511.0,1043307.0700000001,227826.76,1308367.8200000003,16155.899999999998,450727,1541.0,0.8207688642823706,9635
ORANGE COVE,7,655522.0,8692,1553.0,6986.0,483782.91000000003,105566.7,607360.22,11398.900000000001,316259,501.0,0.8208759313508327,9636
WHITE HALL,23,1547243.0,126758,19902.0,104502.0,8084650.710000001,1763926.82,9935447.610000001,169318.3,4831252,7061.0,0.820895269938541,9637
LIDO BEACH,2,23122.0,749,182.0,533.0,38820.71,8461.949999999999,48018.26,942.5999999999999,27557,71.0,0.8210348148771665,9638
PLAYA DEL REY,10,902930.0,626,34.0,444.0,35937.64,7828.35,54869.22,734.6,14717,180.0,0.8211316595374628,9639
POINT PLEASANT BORO,13,113646.0,4351,872.0,3249.0,341597.37,74370.43999999999,425987.01000000007,7893.0,211388,763.0,0.8212110691930705,9640
ATLANTIS,293,9804362.0,352610,57833.0,277968.0,32221376.529999997,7004901.669999998,49404580.63000003,629880.9,17754813,53473.0,0.8214232399442882,9641
KONAWA,12,898188.0,38273,8890.0,28080.0,3179097.1199999996,690851.53,4000013.150000001,58609.5,1683445,2228.0,0.8214830240706166,9642
MOUNT ENTERPRISE,1,75681.0,1362,184.0,1165.0,99250.17,21567.22,121933.52,2614.9,74244,130.0,0.8214891084801617,9643
HODGEN,2,149878.0,781,134.0,575.0,54269.88,11788.01,69042.24,1507.8,43407,83.0,0.8215503098872822,9644
BROOMALL PA,1,19008.0,7602,1496.0,5893.0,514889.82,111775.36,634597.73,12128.8,350570,542.0,0.8216346406864348,9645
BLACKVILLE,3,89451.0,9193,1575.0,7497.0,715843.64,155315.52,876888.6000000001,13931.5,399297,636.0,0.8217139563796815,9646
STEVENS,3,52734.0,389,19.0,200.0,8869.67,1923.16,14977.07,399.5,5651,125.0,0.82181133215292,9647
WALL TOWNSHIP,54,418029.0,46054,8528.0,35072.0,6521042.449999999,1410452.4499999997,8782160.569999998,73958.2,2062839,5818.0,0.8221706667175693,9648
GREENUP,8,371720.0,17326,3656.0,13343.0,1297635.55,280399.61,1584171.45,21977.3,615982,1020.0,0.8223109236678858,9649
BLADENSBURG,8,165680.0,7743,1121.0,6239.0,742992.3899999999,160472.62999999998,938401.94,11972.699999999999,341057,648.0,0.8223809152013434,9650
PINEDALE,12,1006001.0,9663,1458.0,7785.0,879248.87,189821.41999999998,1112816.2000000002,13599.800000000001,369692,1247.0,0.822442526206579,9651
LIVE OAK,138,9592010.0,257971,47974.0,200666.0,24447353.799999997,5276396.280000001,33325024.120000012,461458.19999999984,12981157,32487.0,0.8224855118954089,9652
EARLIMART,4,372876.0,3122,501.0,2569.0,99122.09,21373.32,121705.74,4170.0,117046,243.0,0.8226212932094259,9653
RIVER FOREST,72,4341960.0,72812,13648.0,55768.0,7938108.320000001,1711137.05,9854992.500000004,117484.3,3259027,7691.0,0.8226662309448558,9654
FORT HALL,7,582421.0,3957,966.0,2814.0,165389.69,35646.880000000005,206542.22999999998,3996.6,110934,253.0,0.8226845991254228,9655
IOWA CITY,1780,92991799.0,769811,114725.0,585680.0,83858431.97999997,18062160.02,132780298.64,1154050.9000000006,31645512,114544.0,0.822782033879866,9656
DUNSEITH,1,58329.0,309,74.0,235.0,12928.39,2783.44,15711.83,437.6,11503,47.0,0.8228443153980154,9657
HOLLYWOOD,807,26858335.0,835650,135877.0,657881.0,73845531.11999997,15897936.130000003,101518605.07000013,1379777.4000000001,38828008,105781.0,0.8228513270418577,9658
PINELLAS PARK,119,4019965.0,191032,31976.0,151377.0,15504731.660000006,3336378.1899999995,20570445.63,296595.9,8283841,23575.0,0.822920294156663,9659
FT. LAUDERDALE,33,1099396.0,46245,7477.0,35949.0,4324751.260000001,930194.4999999999,6183385.710000001,76333.40000000002,2131037,5938.0,0.8229868503913921,9660
AMES,222,11102268.0,324303,57350.0,253708.0,29166447.400000002,6270850.030000001,39066588.44999997,524302.3999999999,14655420,39789.0,0.8230437848036539,9661
PARMA HEIGHTS,54,2383020.0,49297,10098.0,34797.0,4464861.23,958910.6000000001,6186514.860000001,78927.9,2040532,6639.0,0.823202260335498,9662
MOON TOWNSHIP,46,694968.0,27630,3508.0,20834.0,3837774.91,824174.13,5141490.13,34308.799999999996,797947,7655.0,0.8232125398779563,9663
PEMBERTON,8,64536.0,8636,1645.0,6793.0,603086.6799999999,129278.52,741939.2999999999,13647.0,385483,724.0,0.8234780680458328,9664
RAONOKE,1,24014.0,266,55.0,211.0,14060.62,3010.14,17070.76,425.7,12197,89.0,0.8236669017665293,9665
KINNELON,24,177720.0,27372,6557.0,19721.0,2510476.17,537340.08,3086582.9699999993,44564.9,1260420,3344.0,0.8236966943135106,9666
DORAVILLE,13,394460.0,13826,3339.0,10130.0,1120745.02,239852.09999999995,1397183.98,20048.999999999996,558325,814.0,0.8237155610030985,9667
ALPHA,3,79143.0,2510,670.0,1777.0,180394.26,38600.42,220009.97999999998,3672.2,101519,353.0,0.8237380926331179,9668
BEECH CREEK,1,16822.0,328,22.0,306.0,12621.45,2698.24,15319.69,328.0,4813,95.0,0.8238711096634462,9669
YSLETA DEL SUR PUEBLO,1,79907.0,1100,317.0,760.0,102424.6,21883.94,125225.33,1854.7,54323,46.0,0.8239546534775487,9670
NORTH CHARLESTON,296,8704695.0,277942,44224.0,216463.0,25889818.16,5528762.1000000015,38374724.32,392374.7,10614794,39559.0,0.8240289009163522,9671
FORSET HILLS,1,11374.0,23075,8114.0,14491.0,2022045.15,431309.93,2464054.12,23746.1,691960,305.0,0.8241958803615169,9672
NORTH CHESTERFIELD,169,3926335.0,141558,26168.0,106906.0,13269611.92,2829598.5400000005,18089676.009999998,220679.59999999995,5989260,26532.0,0.8242399186574768,9673
NEW HYDE PARK,987,10896571.0,702797,122089.0,522716.0,94219047.33999997,20088651.08000002,134746076.55999985,1247641.2999999998,35201438,111747.0,0.8242581089666557,9674
LEETSDALD,1,15056.0,3608,615.0,2993.0,223207.44,47561.79,270769.23,6574.1,196274,411.0,0.8243456614328002,9675
LOS FRESNOS,8,628528.0,2087,472.0,1427.0,129727.5,27625.679999999997,168375.05,2678.0,62095,755.0,0.8244351973058314,9676
DRESDEN,17,677805.0,62331,13139.0,47914.0,5361109.44,1141086.9500000002,6533950.899999999,94990.10000000002,2675439,4275.0,0.8245074615471588,9677
KEY WEST,138,4559520.0,120601,17178.0,96726.0,11808874.43,2511479.88,15763708.469999995,182409.50000000017,5044874,15669.0,0.8246216660822271,9678
NEW HOLSTEIN,3,159183.0,983,264.0,641.0,64007.14,13610.919999999998,79370.66,1360.0,35026,275.0,0.8246423577193246,9679
HAGGERHILL,1,41222.0,167,117.0,50.0,16454.83,3497.91,19952.74,169.0,1580,17.0,0.8246902430443137,9680
BYLAS,1,85530.0,2504,437.0,1927.0,69918.35,14859.93,87275.26,2712.0,75483,109.0,0.8247200816058076,9681
REXFORD,7,85036.0,4210,433.0,3309.0,2695648.9699999997,572008.57,6423184.39,6058.6,162021,925.0,0.8249484338557707,9682
SO YARMOUTH,1,2664.0,2668,855.0,1813.0,149878.44,31793.29,181671.73,3923.2,103291,674.0,0.824995941856226,9683
WESTWOOD,202,4876552.0,161865,25307.0,127631.0,20332747.489999995,4311941.199999999,31591393.919999998,284220.9,8023052,25498.0,0.8250356799292967,9684
KLAMMATH FALLS,2,195202.0,9182,1975.0,7118.0,556700.06,118057.57,677300.4199999999,13490.8,389836,537.0,0.825037072941287,9685
KINGSFORD,17,846634.0,42672,6804.0,35473.0,4724454.42,1000446.0099999999,5737314.4399999995,68266.3,1946177,2921.0,0.8252465659040292,9686
WANTAGE,2,14922.0,8497,1761.0,6690.0,1097441.91,232376.75,1331498.48,17027.3,494257,486.0,0.8252568135868992,9687
BAYFIELD,9,598558.0,5480,1334.0,3974.0,445815.59,94386.12999999999,554280.1900000001,9787.8,271972,674.0,0.8252761394391711,9688
ROGERS,335,23869657.0,435056,78523.0,339488.0,35723539.980000004,7562008.839999999,47494164.650000006,708248.5,19815599,55528.0,0.8252994579912549,9689
NATRONA HTS,1,15065.0,1825,238.0,1587.0,318276.29,67248.56,385524.85,2779.1,81065,211.0,0.8255662118797271,9690
NORTH FALMOUTH,16,40896.0,31663,5694.0,25547.0,4046010.6599999997,853375.3900000001,4920804.349999999,43147.700000000004,1104071,3086.0,0.8258199330914126,9691
BETTERTON,1,21610.0,49,19.0,30.0,7146.63,1505.25,8651.88,144.3,4330,0.0,0.8260204718512045,9692
WILLINGBORO,102,820692.0,121753,26128.0,88631.0,12605067.089999992,2654531.0999999996,16142399.189999992,214585.4,6097595,17756.0,0.8260418743044242,9693
PLAINS,65,1885199.0,124495,24990.0,94703.0,9117477.83,1919529.6699999997,11581890.200000001,178396.6,5098193,11930.0,0.8260824168145215,9694
LAGUNA NIGUEL,131,12140617.0,93255,13153.0,73400.0,9669376.439999998,2033458.4400000004,12666866.779999994,167811.9,4747217,13274.0,0.8262422343944067,9695
CHAPEL HILL,1779,49059248.0,830586,125385.0,630756.0,99817437.96999995,20974995.99000003,149306723.1699997,1289944.3999999997,35607002,119620.0,0.8263550513689804,9696
MARINA DEL REY,138,12460296.0,111375,14644.0,90781.0,11449365.28,2404737.96,19419978.70999999,163689.2,4342501,14026.0,0.8264241345439837,9697
ST LOUISVILLE,1,43071.0,985,197.0,788.0,56919.55,11942.42,68861.97,1406.6,40884,247.0,0.8265745229188186,9698
LYNWOOD,145,12976360.0,296264,53455.0,232102.0,25730034.019999996,5384704.850000001,33262674.510000005,401413.59999999986,10516956,25421.0,0.8269403811326281,9699
MARSING,3,250917.0,3055,623.0,2324.0,235307.45,49233.75,292392.97000000003,6088.4,175968,249.0,0.8269714543974651,9700
ALLENWOOD,5,79960.0,425,38.0,280.0,21557.73,4503.8099999999995,33921.729999999996,458.29999999999995,7937,183.0,0.827185576907581,9701
NEW YORK,19922,199881863.0,12879795,2642149.0,9216865.0,1587199765.3400044,331176986.18000066,2267511834.419995,17899518.999999948,504578715,1519671.0,0.8273660343738026,9702
BOILING SPRING LAKES,1,28461.0,534,89.0,423.0,36796.83,7675.33,45253.65,672.3,19110,46.0,0.8274127004400056,9703
WEST WENDOVER,1,89883.0,900,156.0,744.0,48459.07,10107.46,58566.53,1227.5,33034,122.0,0.8274191761062163,9704
HAWESVILLE,6,254088.0,2126,376.0,1639.0,242790.32,50621.85999999999,293821.99,2308.3,63269,313.0,0.8274718520546762,9705
WEST NYACK,127,1396238.0,189883,38847.0,136601.0,23933569.089999992,4987425.359999999,33797198.579999976,369385.10000000003,10645166,28357.0,0.8275500045953641,9706
PAINTED POST,20,297400.0,30416,3857.0,25163.0,3697052.4599999995,770146.91,4715774.6,49127.7,1380418,3527.0,0.8275996108049236,9707
SNEAD,3,107856.0,36886,5986.0,29979.0,2461331.84,512037.95,3173240.52,43443.2,1155666,1692.0,0.8277920386081543,9708
MOUNTAIN BRK,15,528315.0,11647,3923.0,7591.0,1198922.9500000002,249344.47999999995,1450792.15,16386.4,435132,2605.0,0.8278325709499661,9709
TALIHINA,41,3057411.0,80949,19795.0,57073.0,5344696.670000001,1110967.02,6929463.710000002,88607.20000000001,2529591,5142.0,0.8279081635369391,9710
ALTAMONTE SPRINGS,319,10433023.0,402785,70161.0,307458.0,43158872.69,8968591.850000001,71571714.08000003,678914.6,18942953,61368.0,0.8279488187437555,9711
NORTH MIAMI BEACH,211,6998121.0,441522,84428.0,344116.0,40364103.53000001,8383747.29,54603340.150000006,646887.2000000002,17797365,43839.0,0.8280181146660858,9712
LONE TREE,338,27054656.0,155406,25940.0,112033.0,18538231.370000005,3850218.5500000003,29987279.519999992,265109.30000000005,7179383,34886.0,0.828026568888964,9713
BELLEAIR,15,506340.0,16899,4030.0,11782.0,2200375.2899999996,456871.32,3162357.79,30981.499999999996,875892,2771.0,0.8280658941173699,9714
WILKESBARRE,3,56124.0,1639,343.0,1238.0,152884.98,31690.57,191584.15,2277.0,67117,207.0,0.8283056992109735,9715
BLADES,2,39946.0,5461,643.0,4756.0,333830.88,69167.39,405128.5,8064.1,222830,279.0,0.8283680225227765,9716
BALD KNOB,6,432060.0,9603,1310.0,7729.0,385500.16,79852.83,494346.15,11218.800000000001,303691,854.0,0.8284037457242941,9717
HARLEM,7,387970.0,5495,1303.0,3983.0,283772.69,58761.66,351673.11000000004,5715.9,157468,390.0,0.8284503145450961,9718
RYDAL,26,495196.0,23209,3121.0,17846.0,3286192.5799999996,680453.9400000001,5439624.140000001,35629.5,977902,4089.0,0.8284561186460345,9719
SAN JUAN CAPISTRANO,99,9174825.0,103485,16899.0,82983.0,9223598.929999998,1909735.83,11503422.56,185041.40000000005,5215999,13618.0,0.8284668635976593,9720
MINEOLA,671,9066233.0,387735,68257.0,288773.0,49050570.78,10152786.839999992,69908426.21999997,704825.3000000004,19946576,62017.0,0.8285099486220662,9721
CREVE COUER,1,63141.0,9383,2653.0,6513.0,1093087.13,226153.12,1331952.67,16434.1,471286,387.0,0.828573210982609,9722
EAST PROV,1,2914.0,166,50.0,116.0,7982.99,1651.62,9634.61,224.2,5413,49.0,0.8285742754506928,9723
TIPTON,52,2617426.0,132480,42839.0,86828.0,9115750.220000003,1881289.1500000004,11276374.56,192775.99999999997,4690220,32276.0,0.8289276698297389,9724
SEVEN POINTS,5,375715.0,10913,1944.0,8525.0,876510.13,180861.38999999998,1088715.42,19467.4,552413,841.0,0.8289518995177778,9725
BOSTON,10132,21816683.0,4074466,657489.0,3015416.0,532761010.50000006,109924321.03999998,851106203.799997,6222587.299999996,171658436,616281.0,0.8289608994551038,9726
ROLLING MEADOWS,50,3000400.0,108491,15283.0,89904.0,12647147.790000001,2609031.47,16040706.580000002,195726.4,5508103,10631.0,0.8289852639028312,9727
HAZLE TOWNSHIP,21,382241.0,16202,3330.0,11460.0,1111028.3000000003,228985.05,1689126.09,21427.8,582096,2802.0,0.8291173367787716,9728
GADSEN,1,35903.0,91,22.0,69.0,5447.65,1120.14,6567.79,183.0,5297,17.0,0.8294494799620572,9729
MIAMI BEACH,532,17630402.0,758526,136014.0,584322.0,75667807.53999999,15547297.15,113008186.12999998,1167928.3999999992,32551861,87413.0,0.8295534801737231,9730
BANNOCKBURN,40,2400600.0,78478,16852.0,56458.0,9343788.64,1916176.2899999998,13813550.29,171969.6,5005438,10745.0,0.8298239557660861,9731
IMBODEN,2,144868.0,209,18.0,53.0,2604.29,534.05,3952.01,211.0,2202,114.0,0.8298304199035158,9732
AVONDALE ESTATES,1,30002.0,278,89.0,189.0,18602.42,3808.7,22411.12,384.1,10431,92.0,0.8300531164886003,9733
PURCHASE,54,571158.0,43774,7009.0,34974.0,6377238.089999999,1304173.5300000005,7959865.36,75262.09999999998,2128701,5998.0,0.8302169452025798,9734
WASHOUGAL,11,1085381.0,8266,1758.0,6071.0,582532.02,119053.73999999999,756520.3500000001,13054.0,362967,1014.0,0.8303076447845806,9735
NEWRK,2,62768.0,6251,1344.0,4789.0,542651.63,110892.67,659722.43,9921.5,286055,791.0,0.8303211121265994,9736
WOODLANDS,2,154769.0,267,114.0,123.0,21209.24,4331.2,27922.539999999997,445.3,12630,70.0,0.8304179567775652,9737
UPPER ARLINGTON,64,2766095.0,51125,5631.0,41062.0,5587864.600000001,1140476.0199999998,7272912.210000001,74516.09999999999,1930879,8745.0,0.8304966879040081,9738
SAYRE,363,7661250.0,302165,52504.0,230867.0,32175442.43000001,6555957.629999997,42727587.800000004,480431.2000000001,13334846,49704.0,0.8307327486265933,9739
CANFIELD,88,3907728.0,144597,28798.0,110573.0,17975931.46,3662139.69,22122911.280000012,230677.80000000005,6314208,14332.0,0.8307547995099369,9740
LA JOLLA,1109,102079440.0,758486,121611.0,564856.0,109966718.65,22366566.66,171893346.49999982,1250784.900000001,34088412,130447.0,0.8309830621403773,9741
RIVER ROUGE,3,144654.0,3252,788.0,2368.0,165296.81,33609.34,208858.33000000002,3981.8999999999996,113967,325.0,0.8310291562126159,9742
ST. CHARLES,29,1593752.0,40828,9106.0,30553.0,3307342.66,671703.2600000001,4069955.12,57379.3,1608927,4509.0,0.8311898697565169,9743
WOLFE,1,24751.0,1575,272.0,1287.0,146754.72,29795.38,177309.56,2038.5,58789,64.0,0.8312355529676845,9744
ATLANTA,5861,179003522.0,4427790,739855.0,3368090.0,499027145.9800008,101158197.07000004,752026514.2200003,6968853.599999999,194270730,643356.0,0.8314550692692064,9745
MAYFIELD HTS,171,7545223.0,127849,24286.0,93512.0,14334167.609999994,2904132.6000000006,20358558.119999997,207320.60000000003,5623816,22193.0,0.8315302225497092,9746
CUTLER,3,232954.0,1745,250.0,1308.0,92242.79,18681.69,113500.09000000001,2694.9,74022,247.0,0.8315819014882918,9747
FORT CARSON,48,3883817.0,12561,1986.0,9069.0,1524808.46,308675.5200000001,1928830.04,17480.1,456763,2665.0,0.8316453683985829,9748
W. SACRAMENTO,1,95838.0,1986,394.0,1579.0,158840.74,32150.56,191395.37,3190.1,94038,140.0,0.8316647931083772,9749
NORTH CHELMSFORD,55,102465.0,43311,4365.0,33104.0,4510077.88,912534.2899999997,5996780.160000001,65571.20000000001,1782227,7418.0,0.8317168439505052,9750
ANN ARBOR,3309,159190417.0,1304061,186645.0,982549.0,192097540.51000017,38867061.06999995,306857570.14000106,2163451.7000000034,60417738,205912.0,0.8317185369354646,9751
MELVINDALE,1,48122.0,990,268.0,687.0,95259.49,19272.4,115616.62,1825.1,52542,58.0,0.831728962125745,9752
EAST ORANGE,127,891261.0,251763,63378.0,180365.0,27128301.940000005,5488080.4799999995,33722033.529999994,338209.0,9305412,17186.0,0.8317385291437235,9753
AUDUBON,50,1206809.0,117832,19077.0,95379.0,11487763.02,2322690.2399999998,14265862.31,195574.30000000008,5419422,10321.0,0.831816509112895,9754
FT WORTH,120,9133625.0,113629,23818.0,83653.0,11604077.27,2345343.54,14477472.250000002,174252.30000000008,4897678,14661.0,0.8318680343832857,9755
PENNINGTON,120,1024080.0,102855,28356.0,67743.0,14915930.300000003,3013072.8800000004,21156469.21,187406.79999999996,5368031,14531.0,0.8319442051657888,9756
MERRIONETTE PARK,17,1033651.0,51091,12741.0,37460.0,4838567.99,976549.8099999999,5865892.0,100072.29999999999,2907306,6389.0,0.8320670631986166,9757
AVENEL,64,448064.0,36888,7395.0,24599.0,4992981.83,1006953.6100000001,7967012.650000002,59631.79999999998,1593659,4984.0,0.8321725925104287,9758
WEYAUWEGA,3,164949.0,473,147.0,326.0,24546.41,4947.87,29494.28,630.6,17049,86.0,0.8322430654350607,9759
YARMOUTH PORT,12,32100.0,21718,3777.0,16561.0,2281908.5100000002,459947.79,3026932.7499999995,36690.1,1010595,2125.0,0.8322494909744176,9760
SOUTH CASCO,1,4077.0,444,109.0,335.0,36313.19,7318.33,43631.52,656.7,18109,93.0,0.8322696527647901,9761
MULLICA HILL,40,322480.0,33869,7320.0,25370.0,3333315.5600000005,671508.35,4117961.1700000004,67925.70000000003,1954299,4897.0,0.8323251246270151,9762
TEANECK,288,2207802.0,301554,56972.0,222409.0,34258143.15,6897838.099999998,60802132.87000002,498260.7000000001,13933139,36320.0,0.8323976760972015,9763
TUSKEGEE,10,360830.0,3660,563.0,2149.0,304449.75,61276.840000000004,381896.02,4021.4,91179,785.0,0.8324517777064008,9764
SANTA ROSA BEACH,35,1136065.0,26800,4602.0,21490.0,3234838.27,650097.5200000001,3929800.6499999994,45486.80000000001,1254041,3221.0,0.8326619653088269,9765
SUMTER,246,7170937.0,595392,111222.0,467057.0,52034141.93000001,10447225.249999993,68677460.00999992,808860.0000000001,21593881,49369.0,0.8327945478545146,9766
GLEN RIDGE,72,506016.0,89981,19102.0,63776.0,9944898.719999999,1996242.5300000003,14295912.900000002,176905.70000000007,5125363,13015.0,0.832826487166794,9767
WESTON,659,22891445.0,721683,126225.0,563371.0,74706742.55999999,14994771.770000001,101440862.45000003,1159410.5999999996,31872885,91259.0,0.8328370275351626,9768
GASSVILLE,1,72635.0,135,41.0,94.0,7367.49,1477.48,8844.97,176.8,4765,51.0,0.8329581671842867,9769
TUMBLING SHOALS,1,72581.0,61,18.0,43.0,4970.38,994.82,5965.2,108.7,2983,0.0,0.8332293971702542,9770
ST. JOHN'S,2,32259.0,388,45.0,314.0,28564.4,5715.049999999999,37491.84,444.0,11219,105.0,0.8332805806394211,9771
BOYCE,1,71409.0,682,135.0,533.0,31906.25,6382.96,38588.58,873.8,21684,134.0,0.8332961165821912,9772
SETAUKET,48,563184.0,37599,6994.0,28487.0,5842990.550000001,1168766.2399999998,7962456.800000003,64529.0,1822119,4527.0,0.8333133514175981,9773
BISMARK,2,117002.0,687,130.0,536.0,148717.09,29736.31,181938.55,849.3,20072,241.0,0.8333665259389846,9774
LITTLE FERRY,5,38215.0,9126,2001.0,6790.0,577544.38,115467.0,711136.0900000001,12512.5,362290,500.0,0.83338368844679,9775
ST .LOUIS,1,63127.0,1183,295.0,888.0,127769.65,25539.08,153308.73,1576.0,41365,357.0,0.8334140528070385,9776
PARADISE VALLEY,59,5029927.0,60651,13792.0,43417.0,6998282.699999999,1398603.1300000001,8675561.419999998,103250.1,2866280,7138.0,0.8334378770516163,9777
W. ST PAUL,1,55107.0,688,146.0,524.0,35749.3,7142.46,43092.78,1432.2,42284,60.0,0.8334771060921725,9778
COOLVILLE,5,228615.0,6963,1472.0,5298.0,663794.01,132528.14,810183.1499999999,12536.9,364868,323.0,0.8335747159613731,9779
FREEHOLD,331,2558968.0,404426,87282.0,298080.0,48219604.05999998,9618912.449999997,68255221.86,682451.7,18896540,52633.0,0.8336936520780761,9780
BESSEMER CITY,6,168096.0,14752,2903.0,11522.0,961358.87,191543.79,1166800.54,21738.000000000004,628418,983.0,0.8338595298236193,9781
MAYFIELD VILLAGE,42,1854006.0,141669,25038.0,113812.0,15532146.889999999,3093619.5100000002,19501790.509999998,221098.6,6184641,10818.0,0.8339064582061976,9782
ANTELOPE,5,479215.0,235,65.0,143.0,10988.5,2188.18,13366.99,276.3,3988,143.0,0.8339354070979943,9783
TRUMBULL,219,1447809.0,449920,97102.0,338123.0,50203228.77000002,9992438.9,63783340.6,767167.7000000002,21947966,63322.0,0.8340006966152487,9784
GARRETT,7,322058.0,13504,3071.0,9912.0,1287071.81,256095.49,1559905.94,23831.7,678253,1127.0,0.8340455438629369,9785
COPALIS BEACH,2,197070.0,533,107.0,412.0,23823.92,4733.82,29075.059999999998,844.7,24539,54.0,0.8342368828905928,9786
SELLERSVILLE,160,3033600.0,177781,25883.0,143396.0,23779263.130000003,4720610.760000001,31622565.310000006,277327.0000000001,7810785,25656.0,0.8343638018111946,9787
GRAND FROKS,1,58206.0,163,48.0,115.0,9225.78,1830.05,11055.83,215.5,5479,44.0,0.8344719482842989,9788
